site,micro,month,elevation_change,macro,foliage,snowdepth,latitude,veg_structure,foliage_cover,height,snow_presence,janzenDscore,TAD,kde
PT,surface,7,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.806789199,20.6,0.66239975
PT,surface,8,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.839394643,22.7,0.667797899
PT,surface,9,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.81780286,23.9,0.656800609
PT,surface,10,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.759078996,18.9,0.631235949
PT,surface,11,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.864756445,15.9,0.394728893
PT,surface,12,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.621835423,7,0.31933398
SE,soil,1,400,scrub shrub,leaf-off,37.92991721,68.269381,424.4553074,0,-0.02,snow,0.382993187,0.41900818,0.186826903
SE,soil,2,400,scrub shrub,leaf-off,50.16705621,68.269381,424.4553074,0,-0.02,snow,-0.287618024,-0.269459233,0.00256973
SE,soil,3,400,scrub shrub,leaf-off,58.01273283,68.269381,424.4553074,0,-0.02,snow,-1.428529408,-1.313211635,0
SE,soil,4,400,scrub shrub,leaf-off,53.96532701,68.269381,424.4553074,0,-0.02,snow,0.434270095,0.554739468,0.034985349
SE,soil,5,400,scrub shrub,leaf-off,20.73811746,68.269381,424.4553074,0,-0.02,snow,1.371112515,0.712222498,0.021578307
SE,soil,6,400,scrub shrub,leaf-off,0.073589744,68.269381,424.4553074,0,-0.02,no snow,1.083724141,11.68865489,0.718739771
SE,soil,7,400,scrub shrub,leaf-off,0,68.269381,424.4553074,0,-0.02,no snow,1.246133137,10.43429327,0.571625333
SE,soil,8,400,scrub shrub,leaf-off,0,68.269381,424.4553074,0,-0.02,no snow,0.993751242,8.251678944,0.496773754
SE,soil,9,400,scrub shrub,leaf-off,0.233848456,68.269381,424.4553074,0,-0.02,no snow,0.872172985,4.445271194,0.568336046
SE,soil,10,400,scrub shrub,leaf-off,3.147184783,68.269381,424.4553074,0,-0.02,snow,0.58357294,1.204238866,0.270153228
SE,soil,11,400,scrub shrub,leaf-off,12.75369131,68.269381,424.4553074,0,-0.02,snow,0.674815931,0.147241006,0.457680132
SE,soil,12,400,scrub shrub,leaf-off,26.60570897,68.269381,424.4553074,0,-0.02,snow,0.78265784,0.795829174,0.293468577
TN,soil,1,704.7,deciduous,leaf-off,0.358431373,35.04036671,2155.430535,0.200413221,-0.05,no snow,1.905780002,9,0.218110741
TN,soil,2,704.7,deciduous,leaf-off,0,35.04027718,2155.617056,0.200185152,-0.05,no snow,1.413253704,14.49333333,0.406930012
TN,soil,3,704.7,deciduous,leaf-off,0,35.04055679,2155.034504,0.212186379,-0.05,no snow,1.037927593,10.18333333,0.740644549
TN,soil,4,704.7,deciduous,leaf-off,0,35.04026302,2155.646552,0.453395764,-0.05,no snow,1.24379084,7.026666667,0.704427612
TN,soil,5,704.7,deciduous,leaf-off,0,35.04034982,2155.46572,0.857840909,-0.05,no snow,0.869307817,5.59,0.568978267
TN,soil,6,704.7,deciduous,leaf-on,0,35.04026302,2155.646552,0.993687345,-0.05,no snow,0.7547331,2.936666667,0.560280964
TN,soil,7,704.7,deciduous,leaf-on,0,35.04034982,2155.46572,0.999816824,-0.05,no snow,0.732434842,2.27,0.446021053
TN,soil,8,704.7,deciduous,leaf-on,0,35.04034982,2155.46572,0.999528768,-0.05,no snow,0.630244027,2.613333333,0.318636372
TN,soil,9,704.7,deciduous,leaf-on,0,35.04036671,2155.430535,0.993935059,-0.05,no snow,0.750253042,3.213333333,0.517197483
TN,soil,10,704.7,deciduous,leaf-on,0,35.04034982,2155.46572,0.771054886,-0.05,no snow,0.850179504,7.91,0.71359138
TN,soil,11,704.7,deciduous,leaf-off,0,35.04026302,2155.646552,0.250006811,-0.05,no snow,0.9239429,7.696666667,0.717394215
TN,soil,12,704.7,deciduous,leaf-off,0.7,35.04045211,2155.25259,0.200742989,-0.05,no snow,0.996591318,7.486666667,0.501940284
TN,surface,1,704.7,deciduous,leaf-off,0.358431373,35.04036671,2155.430535,0.200269356,1,no snow,1.046388713,23.0475,0.563873867
TN,surface,2,704.7,deciduous,leaf-off,0,35.04027718,2155.617056,0.200121262,1,no snow,0.922430475,23.35,0.646523301
TN,surface,3,704.7,deciduous,leaf-off,0,35.04034982,2155.46572,0.211905519,1,no snow,0.9042128,27.63333333,0.78195074
TN,surface,4,704.7,deciduous,leaf-off,0,35.04026302,2155.646552,0.453395764,1,no snow,0.975754467,25.75666667,0.727494739
TN,surface,5,704.7,deciduous,leaf-off,0,35.04034982,2155.46572,0.857840909,1,no snow,0.967390071,21.49333333,0.734742707
TN,surface,6,704.7,deciduous,leaf-on,0,35.04026302,2155.646552,0.993687345,1,no snow,0.900308889,13.33666667,0.629029885
TN,surface,7,704.7,deciduous,leaf-on,0,35.04034982,2155.46572,0.999816824,1,no snow,0.843908762,10.33666667,0.614356571
TN,surface,8,704.7,deciduous,leaf-on,0,35.04034982,2155.46572,0.999528768,1,no snow,0.877911109,10.91,0.607089519
TN,surface,9,704.7,deciduous,leaf-on,0,35.04036671,2155.430535,0.993935059,1,no snow,0.89171383,13.45333333,0.661056772
TN,surface,10,704.7,deciduous,leaf-on,0,35.04034982,2155.46572,0.771054886,1,no snow,0.903889503,21.68666667,0.712123884
TN,surface,11,704.7,deciduous,leaf-off,0,35.04026302,2155.646552,0.250005393,1,no snow,0.961754253,24.90333333,0.833477807
TN,surface,12,704.7,deciduous,leaf-off,0.7,35.04045211,2155.25259,0.200646568,1,no snow,0.982598475,23.78666667,0.724850756
TZ_usambara,surface,7,159,degraded tropical broadleaf,leaf-on,0,-5.0874335,747.7825937,1,1,no snow,0.835496561,10.437,0.723734805
TZ_usambara,surface,8,159,degraded tropical broadleaf,leaf-on,0,-5.0874335,747.7825937,1,1,no snow,0.896564406,11.938,0.713517973
TZ_usambara,surface,9,159,degraded tropical broadleaf,leaf-on,0,-5.0874335,747.7825937,1,1,no snow,0.96136869,11.5,0.761028948
TZ_usambara,surface,10,159,degraded tropical broadleaf,leaf-on,0,-5.0874335,747.7825937,1,1,no snow,0.952606085,11.875,0.700408788
AK_ameriflux,soil,9,421,alpine meadow,leaf-off,7.306402258,68.88525,0,0,-0.09,snow,NA,NA,NA
AK_ameriflux,soil,10,421,alpine meadow,leaf-off,23.36128875,68.88525,0,0,-0.09,snow,NA,NA,NA
AK_ameriflux,soil,11,421,alpine meadow,leaf-off,37.19361414,68.88525,0,0,-0.09,snow,NA,NA,NA
AK_ameriflux,soil,12,421,alpine meadow,leaf-off,45.74261597,68.88525,0,0,-0.09,snow,NA,NA,NA
AU,canopy,1,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,2,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,5,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,6,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,7,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,8,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,9,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,10,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,11,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
AU,canopy,12,900,tropical broadleaf,leaf-on,0,-15.73,1320.19739,1,19,no snow,NA,NA,NA
MY_SAFE_degraded,surface,1,125.4231,degraded tropical broadleaf,leaf-on,0,4.693722,1155.185453,1,1.5,no snow,NA,NA,NA
MY_SAFE_degraded,surface,2,125.4231,degraded tropical broadleaf,leaf-on,0,4.693722,1155.185453,1,1.5,no snow,NA,NA,NA
MY_SAFE_degraded,surface,3,125.4231,degraded tropical broadleaf,leaf-on,0,4.693722,1155.185453,1,1.5,no snow,NA,NA,NA
MY_SAFE_degraded,surface,4,125.4231,degraded tropical broadleaf,leaf-on,0,4.693722,1155.185453,1,1.5,no snow,NA,NA,NA
MY_SAFE_degraded,surface,12,125.4231,degraded tropical broadleaf,leaf-on,0,4.693722,1155.185453,1,1.5,no snow,NA,NA,NA
