(Intercept),elevation_change,foliage_cover,height,latitude,snowdepth,veg_structure,foliage_cover:veg_structure,df,logLik,AICc,delta,weight
4.314821053803537,NA,-0.005670319385861766,2.705748396580246e-5,-0.05190692780365388,NA,-0.05691804383599583,NA,7,-57255.702568208035,114525.410316565,207.66376510566624,2.75423722470485e-46
4.28620187154868,-0.06761286355567875,-0.00564222304829206,4.024209294365225e-5,NA,NA,NA,NA,6,-57256.70693233345,114525.41774959891,207.67119813957834,2.74402005326409e-46
4.271050964945258,NA,-0.005677404235924402,2.5685813136003004e-5,NA,NA,NA,NA,5,-57257.73830146488,114525.47937775287,207.73282629353344,2.66075506330888e-46
4.279667070498297,NA,-0.005503427960544751,3.756794112626836e-5,NA,NA,-0.021631289443954812,NA,6,-57257.3573953676,114526.71867566722,208.97212420788128,1.43184093538401e-46
4.278501040090217,NA,-0.005835386936607807,1.5154793047730342e-5,-0.018331280680146333,NA,NA,NA,6,-57257.425268210354,114526.85442135272,209.1078698933852,1.3378825010205e-46
4.2888817471014065,-0.060378468712608116,-0.005553220868425052,4.511704295882775e-5,NA,NA,-0.010807367531508535,NA,7,-57256.61670725829,114527.23859466551,209.4920432061772,1.10406793863304e-46
4.3285554848456655,-0.07578557856866011,NA,NA,-0.05678548003426418,NA,-0.05302859736445884,NA,6,-57258.06710370201,114528.13809233603,210.39154087669158,7.04161637343268e-47
4.31111833115396,NA,NA,NA,-0.04809026673650097,NA,-0.06060619767065675,NA,5,-57259.40908339602,114528.82094161515,211.07439015581622,5.00487832985737e-47
4.282850565909399,-0.06890682470187609,NA,NA,NA,NA,NA,NA,4,-57260.41794463384,114528.8377390642,211.09118760486308,4.96301976084003e-47
4.267384733338021,NA,NA,NA,NA,NA,NA,NA,3,-57261.490049440275,114528.98120870715,211.23465724781272,4.61946804530122e-47
4.298633834810496,-0.08966985163812774,NA,NA,-0.027753261616018324,NA,NA,NA,5,-57259.71544102847,114529.43365688005,211.68710542071494,3.68420760628761e-47
4.278584149083471,NA,NA,NA,NA,NA,-0.02774882542461739,NA,4,-57260.85116793516,114529.70418566684,211.95763420750154,3.21809985074733e-47
4.328550093898919,-0.07578770317625455,NA,3.143464843688231e-5,-0.05678216175944998,NA,-0.053029171739672795,NA,7,-57258.066757355875,114530.13869486068,212.3921434013464,2.58968560415929e-47
4.287292162723893,-0.057121627445596124,NA,NA,NA,NA,-0.017556631291948677,NA,5,-57260.17524749348,114530.35326981006,212.6067183507257,2.32623017188279e-47
4.272252414495343,NA,NA,NA,-0.012148102383058256,NA,NA,NA,4,-57261.352452421874,114530.70675464027,212.9602031809336,1.94937067592898e-47
4.311112000952525,NA,NA,2.3908613403581247e-5,-0.04808467514294627,NA,-0.06060707202125362,NA,6,-57259.40888324228,114530.82165141657,213.07509995723376,1.84053851876838e-47
4.282847240276138,-0.06891650940151704,NA,3.313208860886792e-5,NA,NA,NA,NA,5,-57260.417560798196,114530.8378964195,213.09134496016486,1.82564929269226e-47
4.267380821489873,NA,NA,1.882536318576196e-5,NA,NA,NA,NA,4,-57261.48992541964,114530.9817006358,213.23514917647117,1.69898938083401e-47
4.298629593691144,-0.08967080047958574,NA,1.9554844335915284e-5,-0.027750822000932998,NA,NA,NA,6,-57259.715306934115,114531.43449880024,213.68794734090625,1.35477380959337e-47
4.278580932297638,NA,NA,3.4617297994649556e-5,NA,NA,-0.027756569725215466,NA,5,-57260.85074832447,114531.70427147204,213.95772001270961,1.18382198459147e-47
4.28728833134476,-0.057125517358599144,NA,4.152315223807375e-5,NA,NA,-0.01756359876865761,NA,6,-57260.174643848135,114532.35317262828,214.60662116894673,8.55813839413781e-48
4.2722499644795136,NA,NA,1.1541147391158598e-5,-0.012146728974832998,NA,NA,NA,5,-57261.35240528344,114532.70758538999,214.96103393065277,7.16835577570739e-48
