"","julian","low_soil_mean","low_soil_max","low_soil_min","mid_soil_mean","mid_soil_max","mid_soil_min","high_soil_mean","high_soil_max","high_soil_min","low_ground_mean","low_ground_max","low_ground_min","mid_ground_mean","mid_ground_max","mid_ground_min","high_ground_mean","high_ground_max","high_ground_min","low_air_mean","low_air_max","low_air_min","mid_air_mean","mid_air_max","mid_air_min","high_air_mean","high_air_max","high_air_min"
"278",278,13.1364236111111,16.89,10.03,9.81587847222222,14.59,6.839,NA,NA,NA,12.9256684027778,17.3875,8.9062,9.97763194444445,17.0025,4.2787,NA,NA,NA,15.5179253472222,29.6411,5.5261,8.54552517361111,20.1488,-1.2236,1.7442515,9.84,-4.1074
"279",279,12.9140625,16.68,9.85,9.61234027777778,14.52,6.146,NA,NA,NA,12.7675375,17.55,9.095,9.77905694444445,17.0125,4.4763,NA,NA,NA,15.9510288194444,28.0283,7.2426,8.82107017361111,18.5147,0.70338,4.420702,11.47,0.88464
"280",280,12.8209027777778,16.2,9.83,9.5224375,14.43,5.962,NA,NA,NA,12.6539201388889,17.0225,8.9283,9.81183194444444,16.735,4.9515,NA,NA,NA,16.632671875,28.315,7.1553,9.76302395833333,16.907,3.6121,5.78240333333333,16.43,1.2857
"281",281,12.8071180555556,16.16,9.87,9.59269097222222,13.68,6.284,NA,NA,NA,12.6633138888889,16.7,8.9975,9.976934375,16.01,5.2387,NA,NA,NA,17.4011496527778,27.7192,8.6796,9.71191284722222,15.5354,2.9416,8.20164491525424,15.72,0.38671
"282",282,12.7582638888889,15.84,10.1,9.60912152777778,13.06,6.748,NA,NA,NA,12.6114677083333,16.3225,9.0225,9.94567986111111,15.6225,5.2192,NA,NA,NA,17.9116989583333,26.2829,11.6626,8.632659375,16.1682,2.4581,10.9723333333333,16.334,5.42
"283",283,12.8201041666667,15.5,10.4,9.28265972222222,12.74,6.633,NA,NA,NA,12.6997184027778,15.9875,9.3912,9.62438055555556,16.395,4.8555,NA,NA,NA,17.0617180555556,27.6807,5.0596,7.41347291666667,16.9711,2.4122,13.06355,19.4401,7.31
"284",284,12.5321875,15.46,9.93,9.07919791666667,12.91,5.76,NA,NA,NA,12.3854173611111,16.2875,9.0775,9.344884375,15.68,4.252,NA,NA,NA,16.5365885416667,28.8041,3.5672,8.24089548611111,18.7763,1.9424,11.7716114583333,17.8756,5.36
"285",285,12.4298263888889,15.7,9.71,8.63642013888889,12.92,6.219,NA,NA,NA,12.31681875,16.4825,8.97,8.74127291666667,15.7525,3.4302,NA,NA,NA,16.7721385416667,27.7791,7.5926,7.70436872569444,18.6094,0.098453,10.28100625,15.682,4.77
"286",286,12.3476736111111,15.66,9.78,8.81465972222222,12.61,6.274,NA,NA,NA,12.1744864583333,16.635,8.105,9.12174930555556,15.82,2.478,NA,NA,NA,15.7712652777778,28.0814,7.7854,9.873346875,16.221,2.7382,10.1290927083333,16.8929,3.19
"287",287,12.2263541666667,15.95,9.21,9.08083333333333,12.21,6.657,NA,NA,NA,12.0925753472222,16.9975,7.9392,9.11850347222222,15.4775,4.4407,NA,NA,NA,15.2654131944444,27.9982,6.7507,10.5135225694444,15.0799,5.3308,10.8048979166667,16.9483,4.72
"288",288,12.1369791666667,16.18,8.95,9.10990972222222,11.55,6.764,NA,NA,NA,12.0196805555556,17.0375,7.9075,9.31496770833333,14.16,4.7983,NA,NA,NA,15.3335038194444,26.7268,5.9963,9.50323472222222,14.0758,3.4258,11.3054854166667,14.97,6.58
"289",289,12.1302430555556,16.11,9,8.51754861111111,11.46,5.286,NA,NA,NA,12.0362753472222,16.9425,6.8093,8.510334375,13.3575,2.997,NA,NA,NA,16.2588899305556,24.58,8.7788,8.28638208680556,16.3889,-1.8269,10.0813041666667,15.09,4.5117
"290",290,12.2787152777778,16.06,9.33,8.10194791666667,11.79,5.16,NA,NA,NA,12.2597597222222,17.6175,8.2248,8.11152569444444,14.3375,3.3485,NA,NA,NA,16.4652395833333,24.2971,9.7334,7.84564172118056,15.7444,-1.6455,8.76880416666667,15.52,4.61
"291",291,12.4363541666667,16.02,9.74,8.38687152777778,11.66,5.728,NA,NA,NA,12.40474375,17.17,8.6327,8.46707256944445,12.77,3.5155,NA,NA,NA,15.9386145833333,24.4396,9.7509,9.07138488020833,16.1963,-0.93638,6.95140729166667,13.98,2.2
"292",292,12.4038461538462,15.64,10.02,8.74463888888889,11.27,6.067,NA,NA,NA,12.3328857692308,15.865,9.3625,8.92108576388889,13.0175,4.3978,NA,NA,NA,15.4323219230769,23.8259,9.7107,10.539671875,16.7457,2.6227,4.53976915625,12.83,-0.76
"293",293,12.2439179104478,14.66,10.25,9.26751736111111,11.21,6.845,NA,NA,NA,12.1476145522388,15.095,9.335,9.47848923611111,13.26,5.3578,NA,NA,NA,16.0142089552239,27.0955,7.7372,11.3994361111111,17.9909,2.7706,3.52447303020833,10.94,-1.13
"294",294,12.0963194444444,14.64,10.25,9.43267361111111,10.69,8.2,NA,NA,NA,12.0123583333333,15.245,9.125,9.69804618055556,13.11,6.3847,NA,NA,NA,14.5834114583333,25.4552,7.2499,12.1202447916667,16.4079,4.0934,4.1635578125,13.36,-1.39
"295",295,11.7761458333333,14.34,9.34,9.45100694444444,10.38,8.17,NA,NA,NA,11.6543270833333,14.8425,8.5365,9.62821423611111,15.2225,6.872,NA,NA,NA,14.0756951388889,23.6948,4.7529,11.2259100347222,15.7754,-3.2658,6.04253958333333,15.18,-1.73
"296",296,11.6920138888889,13.96,9.15,9.13249305555556,11.41,6.28,NA,NA,NA,11.5836986111111,14.415,8.5117,9.20918958333333,12.9075,4.3375,NA,NA,NA,15.2663347222222,24.2859,8.0715,10.2347784722222,17.2366,-3.624,7.965946875,15.71,1.8159
"297",297,11.6990277777778,13.34,9.57,8.98020833333333,11.38,5.822,NA,NA,NA,11.5995663194444,13.93,8.7692,9.11969965277778,13.1103,4.4605,NA,NA,NA,16.1505142361111,24.8182,4.4957,9.22335628472222,16.779,-2.9733,9.45877708333333,18.97,4.7488
"298",298,11.7550191570881,13.28,10.4,8.15221527777778,11.21,5.593,NA,NA,NA,11.7053800766284,13.9025,9.7975,8.07672534722222,12.54,3.8012,NA,NA,NA,17.8658107279694,26.9269,5.0038,7.19737584722222,15.7189,-1.7861,9.615559375,18.97,5.4974
"299",299,11.7921348314607,13.52,9.52,7.35994444444444,10.67,5.192,NA,NA,NA,11.759402247191,14.525,8.78,7.11763506944444,12.2375,3.111,NA,NA,NA,16.8493524344569,26.0395,4.2137,5.36750225694444,11.3956,-3.8785,8.4625125,16.96,2.78
"300",300,11.4595,13.79,9.13,6.80405555555556,9.46,4.917,NA,NA,NA,11.3443019230769,14.23,8.705,6.45878333333333,10.9805,1.9585,NA,NA,NA,14.9482992307692,25.1131,5.291,6.77143444444444,13.1248,-3.5797,8.35176666666667,15.75,1.64
"301",301,11.3129850746269,13.25,9.22,6.88021527777778,10.13,3.487,NA,NA,NA,11.2090708955224,14.0675,8.8,6.62484409722222,12.4825,1.4658,NA,NA,NA,15.3931268656716,24.6964,6.6327,8.85725555555556,11.98,5.4218,9.615384375,15.23,5.28
"302",302,11.2637256944444,13.22,7.759,7.15206944444444,10.67,4.302,NA,NA,NA,11.1264708333333,14.315,5.8335,6.97971944444444,13.5275,1.2692,NA,NA,NA,14.0398941319444,25.378,0.73238,7.37422640625,14.43,-0.66536,6.82113177083333,15.13,0.28445
"303",303,10.7980538461538,13.4,7.519,7.09220138888889,11.43,4.815,NA,NA,NA,10.62512,13.995,6.4045,6.81685972222222,12.5225,2.0347,NA,NA,NA,13.3592376923077,23.9073,1.3892,4.05797901388889,16.63,-3.9992,4.929416875,14.72,-1.0691
"304",304,10.7425875,12.4,7.599,6.69567708333333,11.45,4.71,NA,NA,NA,10.6105970833333,12.925,6.6925,6.36263055555556,13.64,2.9115,NA,NA,NA,13.86578875,23.9562,2.5378,5.61061255902778,16.49,-4.6061,7.45261927710843,13.0005,1.99
"305",305,10.8646679104478,12.39,7.715,6.50384027777778,11.1,4.761,NA,NA,NA,10.687422761194,13.255,7.0825,6.23863611111111,14.035,1.1205,NA,NA,NA,13.1749309701493,21.815,5.1583,7.02570486111111,14.1,-3.8902,8.48360588235294,13.8444,0.06
"306",306,10.3381,12.4,7.72,6.55870833333333,10.59,5.006,NA,NA,NA,10.0962026923077,13.0475,7.057,6.25587951388889,12.0925,1.9675,NA,NA,NA,12.4504919230769,21.3969,1.6847,5.98764004618056,12.5977,-4.4054,6.34883854166667,12.3585,-1.65
"307",307,10.3025746268657,12.67,8.34,6.17415625,8.5,5.172,NA,NA,NA,10.1418108208955,13.0875,7.8175,5.7993375,10.5612,3.0488,NA,NA,NA,10.4558675373134,19.6514,2.1168,2.11255708333333,13.1697,-6.9715,2.85216516666667,8.42,-2.54
"308",308,9.89351931330472,11.47,8.19,5.92563888888889,8.71,4.825,NA,NA,NA,9.68583948497854,12.13,7.8505,5.590278125,11.085,2.7748,NA,NA,NA,8.5958235042735,16.6787,2.0512,4.12700371875,12.6159,-8.0366,-1.92932916666667,7.85,-5.7768
"309",309,9.7796803652968,11.06,8.14,5.82496527777778,8.6,3.161,NA,NA,NA,9.61966438356164,11.2725,7.6673,5.35761041666667,10.955,1.4583,NA,NA,NA,10.1596319634703,21.043,4.2594,7.35950385416667,13.2402,-4.7927,-1.554846875,10.62,-9.1452
"310",310,9.77555223880597,11.38,7.559,6.07515277777778,9.35,3.137,NA,NA,NA,9.60307089552239,11.8225,7.064,5.58154583333333,12.5925,1.4555,NA,NA,NA,11.4990355805243,20.8467,0.60461,9.96640060416667,15.7266,-1.2944,-0.276471135416667,9.65,-8.5159
"311",311,9.74086805555556,12,7.613,6.82818402777778,9.62,5.05,NA,NA,NA,9.57475104166667,12.695,7.0015,6.16696215277778,11.42,2.5575,NA,NA,NA,12.7840659722222,23.1674,3.2684,8.89683706597222,14.8662,-2.4466,2.57574364583333,9.08,-2.1388
"312",312,9.89805902777778,12.35,7.636,6.65779513888889,9.76,3.404,NA,NA,NA,9.744390625,12.6525,6.4597,6.30413628472222,10.5325,0.85825,NA,NA,NA,13.9594225694444,24.2111,5.5332,6.86593673611111,14.7299,-5.4162,4.98449375,8.0577,0.82
"313",313,9.98875384615385,12.56,7.55,6.33895833333333,9.66,3.14,NA,NA,NA,9.86524769230769,13.6275,6.0658,6.00267951388889,12.5125,1.7178,NA,NA,NA,14.2719942307692,22.9465,8.2655,7.22142376736111,14.3041,-5.5695,4.57178020833333,12.52,1.6
"314",314,10.0719402985075,12.36,8.07,6.04142013888889,8.14,3.059,NA,NA,NA,9.86614701492537,12.7375,7.0095,5.59801371527778,10.029,0.38775,NA,NA,NA,13.3228555970149,22.293,2.9651,5.72478638888889,14.1695,-1.0419,1.31262833333333,13.65,-6.6451
"315",315,10.0676223175966,11.8,7.123,5.76779166666667,7.788,3.019,NA,NA,NA,9.8696025751073,12.26,5.8662,5.50070798611111,9.4543,1.156,NA,NA,NA,12.9427312393162,22.8249,0.56079,4.27173670138889,14.2013,-2.4949,-0.152288541666667,11.84,-10.3706
"316",316,9.7621,11.83,6.758,5.42564335664336,7.238,2.192,NA,NA,NA,9.56313272727273,12.6875,5.685,5.24940804195804,8.3812,1.0265,NA,NA,NA,12.834839813242,22.2959,-0.49982,0.511705194755245,7.7107,-7.6922,2.70089135416667,11.2,-5.5163
"317",317,8.84944843049327,11.98,5.697,5.628125,7.307,4.441,NA,NA,NA,8.67138609865471,12.365,5.1457,5.244845,8.2498,2.553,NA,NA,NA,11.2343962791667,21.6161,-2.8373,1.5351216125,6.3922,-7.6396,4.860909375,9.87,1.2044
"318",318,8.91980633802817,11.95,5.381,5.691925,7.791,4.187,NA,NA,NA,8.80194507042254,13.0725,4.7775,5.26192291666667,9.2618,1.4013,NA,NA,NA,11.4478397003745,20.1236,2.1138,3.49457833333333,11.7223,-6.5142,5.4121875,8.58,3.1131
"319",319,8.45468981481481,12.07,5.828,6.1486875,8.78,4.929,NA,NA,NA,8.22022314814815,12.6725,4.7397,5.80178833333333,11.045,2.8295,NA,NA,NA,11.8246412017167,18.8293,6.2482,4.77118733333333,15.1387,-4.6145,5.32083020833333,12.21,1.15
"320",320,8.94006818181818,11.31,6.629,6.1589,8.98,4.516,NA,NA,NA,8.79098333333333,12.105,5.697,5.84999541666667,12.13,2.9478,NA,NA,NA,11.2652546153846,20.2814,0.39652,3.26834477791667,13.6663,-6.2846,3.31344533333333,15.01,-7.035
"321",321,9.16460769230769,11.48,6.601,5.44472916666667,8.76,3.12,NA,NA,NA,9.00865269230769,11.985,5.8817,5.17133208333333,9.5998,1.6235,NA,NA,NA,10.5483528850575,19.2711,-0.26589,4.0545599625,11.2208,-4.884,-1.15296770833333,12.8,-11.8459
"322",322,9.330375,11.23,7.799,4.9922875,8.23,3.093,NA,NA,NA,9.22554125,11.735,7.1315,4.5631775,9.0805,1.346,NA,NA,NA,9.12251208333333,16.033,5.2064,5.92130853333333,10.4105,-2.1592,1.65457625,8.5615,-4.92
"323",323,8.57639436619718,10.64,5.884,5.14044583333333,8.08,3.085,NA,NA,NA,8.42037699530516,10.93,5.346,4.84135708333333,9.5753,1.2415,NA,NA,NA,8.7780320754717,16.6295,1.4338,8.06063833333333,12.3637,1.1635,4.34370240963855,10.2773,-7.72
"324",324,7.92624431818182,9.21,6.227,5.45220833333333,7.742,3.247,NA,NA,NA,7.71878977272727,9.365,5.8085,5.11682625,8.8115,1.3583,NA,NA,NA,10.2802943005181,16.0006,5.6394,6.14704047916667,11.8034,-1.6128,7.18425764705882,12.0439,3.68
"325",325,8.50746007604563,9.56,6.841,5.3081625,7.056,3.828,NA,NA,NA,8.45783422053232,10.08,6.2395,5.21664083333333,8.4375,1.754,NA,NA,NA,10.4919918699187,16.7564,4.9026,6.70245208333333,11.8955,1.2666,6.808590625,12.619,2.78
"326",326,8.80163354037267,9.93,7.374,5.59724583333333,7.081,3.764,NA,NA,NA,8.84038322981366,10.4325,7.0945,5.52441083333333,8.951,1.3542,NA,NA,NA,12.2037927374302,19.4284,4.6053,7.38595558333333,13.9763,-2.9359,5.89870625,12.63,1.24
"327",327,8.92509417040359,10.42,7.766,5.97700833333333,7.541,3.611,NA,NA,NA,8.92045112107623,10.7625,7.03,5.99027375,9.3615,1.1655,NA,NA,NA,12.2005765853659,24.2689,3.1401,7.78898520833333,15.1478,-5.7541,5.67506041666667,14.3,-3.44
"328",328,9.17276595744681,10.67,8.09,5.83164705882353,7.896,2.84,NA,NA,NA,9.10138723404255,11.235,7.5777,5.77743031674208,9.5282,1.8005,NA,NA,NA,11.913,22.7257,2.7656,9.00129502262443,14.2955,3.8801,4.83710652173913,12.84,-4.75
"329",329,8.825245,10.65,7.182,5.48783854166667,7.754,2.817,NA,NA,NA,8.682221,11.0875,6.9112,5.34195625,9.0798,1.3862,NA,NA,NA,11.4034477386935,19.3938,3.4675,6.96110317708333,11.7607,-2.3006,1.58127001041667,12.1,-5.22
"330",330,8.40807042253521,10.55,6.807,5.8730612244898,7.555,2.932,NA,NA,NA,8.22792077464789,10.825,6.0743,5.72365850340136,8.9308,1.3725,NA,NA,NA,9.62814298689139,24.0569,-0.81474,5.14669578231292,12.3356,-6.7886,-1.39948854166667,11.81,-11.6699
"331",331,8.58663362068966,10.62,6.383,5.29231944444444,6.739,1.754,NA,NA,NA,8.45342025862069,11.325,5.8503,4.92472986111111,7.911,1.0805,NA,NA,NA,12.5131263675214,22.2962,-3.1653,2.28218425,8.7416,-9.4292,-2.47520729166667,9.44,-12.1218
"332",332,8.28367156862745,10.56,5.5,4.15954166666667,6.63,1.77,NA,NA,NA,8.07087009803922,10.7025,5.0092,3.88486805555556,9.0505,-0.37725,NA,NA,NA,10.1115610684932,21.0169,-1.2382,1.41432847222222,8.0809,-11.4192,-5.11141894736842,5.65,-10.817
"333",333,8.33768421052632,9.7,5.398,3.96995138888889,6.286,2.035,NA,NA,NA,8.15534254385965,10.4175,5.013,3.63945868055556,6.9853,0.225,NA,NA,NA,9.26179431603774,19.717,-0.072896,-0.222580079166667,3.868,-4.176,-5.80994583333333,6.76,-11.8235
"334",334,7.94105909090909,9.48,4.894,3.49564583333333,4.728,2.381,NA,NA,NA,7.84166,9.9275,4.502,3.29523715277778,5.6647,0.64025,NA,NA,NA,9.08284109863636,18.5878,-0.68441,-1.32069430555556,5.5146,-7.2477,-2.896225,8,-9.1354
"335",335,7.45248333333333,9.45,4.633,3.38854861111111,4.186,2.724,NA,NA,NA,7.36234708333333,9.7325,4.1158,3.248096875,5.3403,0.92075,NA,NA,NA,8.34207991631799,14.3675,1.0113,1.03842317916667,7.3009,-7.1403,-0.466225729166667,7.33,-5.78
"336",336,7.165375,9.61,4.571,3.34221126760563,4.009,3.059,NA,NA,NA,7.08591517857143,9.9125,4.1865,3.12370985915493,5.1843,1.3045,NA,NA,NA,8.39953858921162,14.6892,2.5757,0.0857041197183099,7.1375,-9.1556,0.616515729166667,6.95,-4.04
"337",337,7.21909507042253,9.34,4.75,3.38234375,3.451,3.273,NA,NA,NA,7.11627605633803,9.77,4.1948,3.289975,4.6627,1.7717,NA,NA,NA,9.35834906367041,18.2142,2.0891,-1.47168375,4.066,-9.8328,1.86372208333333,6.869,-4.92
"338",338,7.35529098360656,9.63,5.437,3.46881012658228,3.593,3.362,NA,NA,NA,7.24828606557377,10.2775,4.6593,3.28366835443038,4.7602,1.4888,NA,NA,NA,8.29870822988506,16.0217,-0.38942,-1.26744106329114,1.3032,-3.4766,0.16026875,5.5392,-8.89
"339",339,7.5505,9.67,5.495,3.56066666666667,3.611,3.531,NA,NA,NA,7.37357282608696,9.91,4.8957,3.33054375,5.1608,1.9225,NA,NA,NA,5.79319203243243,12.413,-2.1049,-5.17215,-2.9779,-6.4717,-1.3626009375,8.32,-5.57
"340",340,7.34202049180328,9.81,4.844,3.5728,3.592,3.555,NA,NA,NA,7.18224672131148,10.2825,4.526,3.39686,4.8868,2.2745,NA,NA,NA,7.46552570442478,16.4174,-4.8989,-6.56466,-5.845,-6.9636,2.04874601145833,7.96,-5.69
"341",341,6.5423606557377,9.73,4.077,NA,NA,NA,NA,NA,NA,6.3546,10.4175,3.7283,NA,NA,NA,NA,NA,NA,7.67343517241379,15.6017,-4.5657,NA,NA,NA,3.40896105263158,8.44,0.37
"342",342,6.91343359375,9.85,3.99,NA,NA,NA,NA,NA,NA,6.6803015625,10.21,3.5532,NA,NA,NA,NA,NA,NA,7.0505427875,15.5771,-3.167,NA,NA,NA,3.09254270833333,8.5666,-4.44
"343",343,6.46419196428571,9.7,3.798,NA,NA,NA,NA,NA,NA,6.2293,9.9225,3.1255,NA,NA,NA,NA,NA,NA,5.56600805416667,16.7827,-6.9995,NA,NA,NA,4.62413333333333,11.3406,-5.67
"344",344,6.89969651741294,9.61,3.749,NA,NA,NA,NA,NA,NA,6.57935721393035,10.21,3.4052,NA,NA,NA,NA,NA,NA,8.1991688172043,17.7016,-5.7417,NA,NA,NA,5.92716041666667,10.7643,-4.41
"345",345,6.46723225806452,9.04,3.494,NA,NA,NA,NA,NA,NA,6.12585483870968,8.9002,3.0732,NA,NA,NA,NA,NA,NA,9.37721864705882,18.2973,0.84767,NA,NA,NA,3.42524812048193,9.67,-3.5803
"346",346,6.71887559808612,9.23,3.468,NA,NA,NA,NA,NA,NA,6.60983540669856,9.86,3.2495,NA,NA,NA,NA,NA,NA,10.4474310880829,16.7613,3.2545,NA,NA,NA,-1.36940317647059,10.52,-8.1069
"347",347,5.92473469387755,9.16,3.402,NA,NA,NA,NA,NA,NA,5.73545238095238,9.58,3.1447,NA,NA,NA,NA,NA,NA,10.9129219512195,17.5666,6.6049,NA,NA,NA,-1.0907487804878,11.45,-9.6457
"348",348,6.33339310344828,8.47,3.425,NA,NA,NA,NA,NA,NA,6.06345172413793,8.755,3.2997,NA,NA,NA,NA,NA,NA,9.02520528965517,18.054,0.012417,NA,NA,NA,2.48976329411765,13.7,-6.1514
"349",349,5.61350862068966,8.4,3.316,NA,NA,NA,NA,NA,NA,5.36913965517241,8.739,3.068,NA,NA,NA,NA,NA,NA,9.74383335344828,20.6056,-0.57756,NA,NA,NA,0.156919117647059,12.23,-12.0601
"350",350,5.74692086330935,6.73,3.517,NA,NA,NA,NA,NA,NA,5.51862374100719,6.9167,3.3087,NA,NA,NA,NA,NA,NA,9.41957691056911,20.2402,-2.3664,NA,NA,NA,6.89885714285714,10.87,2.03
"351",351,5.94071974522293,8.59,4.018,NA,NA,NA,NA,NA,NA,5.63583566878981,9.13,2.9592,NA,NA,NA,NA,NA,NA,7.77671126744186,21.9216,-3.7561,NA,NA,NA,-0.0438136129032258,7.23,-5.6067
"352",352,6.09661413043478,9.07,3.952,NA,NA,NA,NA,NA,NA,5.8865527173913,9.69,3.2545,NA,NA,NA,NA,NA,NA,5.84618682108434,20.81,-1.2763,NA,NA,NA,-0.133078786666667,7.47,-5.15
"353",353,5.39690833333333,7.381,3.785,NA,NA,NA,NA,NA,NA,5.1218975,7.8738,3.3365,NA,NA,NA,NA,NA,NA,7.87175378787879,19.2,2.1397,NA,NA,NA,3.43151361111111,9.16,0.20342
"354",354,5.9764880952381,7.986,3.83,NA,NA,NA,NA,NA,NA,5.75686488095238,7.85,3.124,NA,NA,NA,NA,NA,NA,6.23940373239437,13.0899,-2.8604,NA,NA,NA,-0.15511825,6.13,-5.6886
"355",355,6.06797826086957,7.139,5.47,NA,NA,NA,NA,NA,NA,5.75913586956522,7.4555,4.1523,NA,NA,NA,NA,NA,NA,5.36184226666667,12.4036,-0.092594,NA,NA,NA,-3.36254470588235,6.37,-10.03
"356",356,5.16705217391304,6.16,4.482,NA,NA,NA,NA,NA,NA,4.93518782608696,6.103,3.64,NA,NA,NA,NA,NA,NA,5.72840134146341,16.1691,-2.0586,NA,NA,NA,-1.32979638554217,8.24,-11.82
"357",357,5.79192385786802,7.695,4.223,NA,NA,NA,NA,NA,NA,5.57454314720812,8.2308,2.307,NA,NA,NA,NA,NA,NA,7.5161575,15.4967,2.3844,NA,NA,NA,0.430958352941176,6.47,-2.7949
"358",358,5.42132258064516,7.669,4.082,NA,NA,NA,NA,NA,NA,5.14008709677419,8.24,2.6707,NA,NA,NA,NA,NA,NA,7.76580371951219,15.22,0.55712,NA,NA,NA,-0.827228125,6.47,-5.8775
"359",359,5.44153211009174,6.543,4.368,NA,NA,NA,NA,NA,NA,5.23409816513762,6.826,3.4935,NA,NA,NA,NA,NA,NA,8.86270186915888,15.0024,2.7485,NA,NA,NA,-3.43322291666667,7.31,-11.5166
"360",360,6.65551315789474,7.819,5.662,NA,NA,NA,NA,NA,NA,6.56763026315789,7.907,5.087,NA,NA,NA,NA,NA,NA,7.98755676470588,16.86,-0.48223,NA,NA,NA,-5.15509855072464,7.12,-13.5236
"361",361,5.49269918699187,6.784,4.059,NA,NA,NA,NA,NA,NA,5.26560406504065,7.5132,3.3338,NA,NA,NA,NA,NA,NA,4.56933858333333,15.29,-5.5226,NA,NA,NA,-3.74333333333333,7.98,-14.88
"362",362,5.34840740740741,6.741,3.913,NA,NA,NA,NA,NA,NA,5.16296402116402,6.809,3.048,NA,NA,NA,NA,NA,NA,6.08944167743902,17.95,-2.6335,NA,NA,NA,1.61714285714286,8.66,-8.35
"363",363,5.3502,7.1,3.633,NA,NA,NA,NA,NA,NA,5.15044666666667,7.5248,2.8335,NA,NA,NA,NA,NA,NA,6.94352692481203,17.5709,-1.7007,NA,NA,NA,-0.1344265625,10.76,-9.4552
"364",364,4.95911794871795,6.475,3.658,NA,NA,NA,NA,NA,NA,4.88567384615385,7.1742,3.3375,NA,NA,NA,NA,NA,NA,7.56757715231788,19.1964,-2.7011,NA,NA,NA,-0.61215,12.48,-10.6459
"365",365,4.97688095238095,6.54,3.397,NA,NA,NA,NA,NA,NA,4.80759107142857,7.0122,3.2313,NA,NA,NA,NA,NA,NA,8.81942468292683,19.5752,-2.5283,NA,NA,NA,1.09025416666667,11.19,-6.3355
